SEASON,NAME_TEAM,N_PLAY,SCORE_FAVOR,SCORE_AGAINST,WINS,DRAWS,LOSES,POINTS
2009-10,Valencia CF,14,2,3,0,0,1,0
2009-10,Real Zaragoza,14,1,2,0,0,1,0
2009-10,UD Almería,14,1,1,0,1,0,1
2009-10,Atlético Madrid,14,1,2,0,0,1,0
2009-10,Getafe CF,14,2,1,1,0,0,3
2009-10,CA Osasuna,14,0,1,0,0,1,0
2009-10,Real Racing Santander,14,3,2,1,0,0,3
2009-10,Sporting Gijón,14,0,1,0,0,1,0
2009-10,Real Valladolid CF,14,1,1,0,1,0,1
2009-10,Athletic Club Bilbao,15,2,0,1,0,0,3
2009-10,Real Madrid CF,15,6,0,1,0,0,3
2009-10,Sevilla FC,15,1,2,0,0,1,0
2009-10,RCD Español,15,2,0,1,0,0,3
2009-10,RCD La Coruña,15,0,0,0,1,0,1
2009-10,Málaga CF,15,2,1,1,0,0,3
2009-10,CD Tenerife,15,1,1,0,1,0,1
2009-10,Real Valladolid CF,15,2,1,1,0,0,3
2009-10,Villarreal CF,15,2,0,1,0,0,3
2009-10,Atlético Madrid,16,2,1,1,0,0,3
2009-10,FC Barcelona,16,1,1,0,1,0,1
2009-10,Valencia CF,16,1,0,1,0,0,3
2009-10,UD Almería,16,1,0,1,0,0,3
2009-10,Getafe CF,16,1,0,1,0,0,3
2009-10,RCD Mallorca,16,2,0,1,0,0,3
2009-10,CA Osasuna,16,0,0,0,1,0,1
2009-10,Real Racing Santander,16,2,0,1,0,0,3
2009-10,Sporting Gijón,16,2,2,0,1,0,1
2009-10,Real Zaragoza,16,0,0,0,1,0,1
2009-10,Sevilla FC,17,1,2,0,0,1,0
2009-10,Real Valladolid CF,17,0,4,0,0,1,0
2009-10,Villarreal CF,17,1,1,0,1,0,1
2009-10,RCD Español,17,2,1,1,0,0,3
2009-10,RCD La Coruña,17,1,0,1,0,0,3
2009-10,Málaga CF,17,1,1,0,1,0,1
2009-10,Real Madrid CF,17,2,0,1,0,0,3
2009-10,Sporting Gijón,17,1,0,1,0,0,3
2009-10,CD Tenerife,17,0,5,0,0,1,0
2009-10,Xerez CD,17,1,3,0,0,1,0
2009-10,Athletic Club Bilbao,18,1,0,1,0,0,3
2009-10,FC Barcelona,18,4,0,1,0,0,3
2009-10,CA Osasuna,18,2,0,1,0,0,3
2009-10,UD Almería,18,1,1,0,1,0,1
2009-10,Atlético Madrid,18,3,2,1,0,0,3
2009-10,Málaga CF,18,1,0,1,0,0,3
2009-10,RCD Mallorca,18,2,0,1,0,0,3
2009-10,Real Racing Santander,18,1,1,0,1,0,1
2009-10,Valencia CF,18,4,1,1,0,0,3
2009-10,Real Zaragoza,18,0,0,0,1,0,1
2009-10,RCD La Coruña,19,3,1,1,0,0,3
2009-10,Sevilla FC,19,1,0,1,0,0,3
2009-10,Real Valladolid CF,19,0,3,0,0,1,0
2009-10,RCD Español,19,1,1,0,1,0,1
2009-10,Getafe CF,19,1,0,1,0,0,3
2009-10,Real Madrid CF,19,2,0,1,0,0,3
2009-10,Sporting Gijón,19,0,1,0,0,1,0
2009-10,CD Tenerife,19,0,0,0,1,0,1
2009-10,Villarreal CF,19,4,2,1,0,0,3
2009-10,Xerez CD,19,1,2,0,0,1,0
2009-10,RCD Español,20,1,0,1,0,0,3
2009-10,RCD La Coruña,20,1,3,0,0,1,0
2009-10,Sporting Gijón,20,0,1,0,0,1,0
2009-10,Atlético Madrid,20,0,2,0,0,1,0
2009-10,Getafe CF,20,0,0,0,1,0,1
2009-10,Sevilla FC,20,2,1,1,0,0,3
2009-10,CD Tenerife,20,1,3,0,0,1,0
2009-10,Real Valladolid CF,20,1,1,0,1,0,1
2009-10,Villarreal CF,20,0,2,0,0,1,0
2009-10,Xerez CD,20,2,1,1,0,0,3
2009-10,FC Barcelona,21,2,1,1,0,0,3
2009-10,Real Madrid CF,21,3,0,1,0,0,3
2009-10,Valencia CF,21,2,0,1,0,0,3
2009-10,UD Almería,21,3,1,1,0,0,3
2009-10,Athletic Club Bilbao,21,3,2,1,0,0,3
2009-10,Málaga CF,21,0,0,0,1,0,1
2009-10,RCD Mallorca,21,1,0,1,0,0,3
2009-10,CA Osasuna,21,1,0,1,0,0,3
2009-10,Real Racing Santander,21,1,1,0,1,0,1
2009-10,Real Zaragoza,21,2,1,1,0,0,3
2009-10,Sporting Gijón,22,1,1,0,1,0,1
2009-10,Villarreal CF,22,2,1,1,0,0,3
2009-10,Xerez CD,22,0,3,0,0,1,0
2009-10,Atlético Madrid,22,2,1,1,0,0,3
2009-10,RCD Español,22,2,0,1,0,0,3
2009-10,Getafe CF,22,2,2,0,1,0,1
2009-10,Real Racing Santander,22,0,3,0,0,1,0
2009-10,Sevilla FC,22,1,0,1,0,0,3
2009-10,Real Valladolid CF,22,1,1,0,1,0,1
2009-10,CD Tenerife,22,1,0,1,0,0,3
2009-10,FC Barcelona,23,4,0,1,0,0,3
2009-10,RCD La Coruña,23,2,1,1,0,0,3
2009-10,RCD Mallorca,23,1,3,0,0,1,0
2009-10,UD Almería,23,1,0,1,0,0,3
2009-10,Athletic Club Bilbao,23,4,1,1,0,0,3
2009-10,Málaga CF,23,2,1,1,0,0,3
2009-10,CA Osasuna,23,1,1,0,1,0,1
2009-10,Real Madrid CF,23,6,2,1,0,0,3
2009-10,Real Zaragoza,23,1,3,0,0,1,0
2009-10,Valencia CF,23,2,1,1,0,0,3
2009-10,FC Barcelona,24,2,1,1,0,0,3
2009-10,Getafe CF,24,0,2,0,0,1,0
2009-10,CD Tenerife,24,1,5,0,0,1,0
2009-10,Atlético Madrid,24,4,1,1,0,0,3
2009-10,Real Racing Santander,24,0,2,0,0,1,0
2009-10,Sevilla FC,24,0,0,0,1,0,1
2009-10,Sporting Gijón,24,3,2,1,0,0,3
2009-10,Real Valladolid CF,24,1,2,0,0,1,0
2009-10,Villarreal CF,24,1,0,1,0,0,3
2009-10,Xerez CD,24,1,1,0,1,0,1
2009-10,UD Almería,25,2,2,0,1,0,1
2009-10,RCD La Coruña,25,3,1,1,0,0,3
2009-10,Real Madrid CF,25,3,2,1,0,0,3
2009-10,Athletic Club Bilbao,25,2,0,1,0,0,3
2009-10,RCD Español,25,0,0,0,1,0,1
2009-10,Málaga CF,25,2,4,0,0,1,0
2009-10,RCD Mallorca,25,3,0,1,0,0,3
2009-10,CA Osasuna,25,0,0,0,1,0,1
2009-10,Real Zaragoza,25,1,1,0,1,0,1
2009-10,Valencia CF,25,0,0,0,1,0,1
2009-10,Getafe CF,26,3,0,1,0,0,3
2009-10,Sevilla FC,26,1,1,0,1,0,1
2009-10,Sporting Gijón,26,0,0,0,1,0,1
2009-10,UD Almería,26,1,0,1,0,0,3
2009-10,FC Barcelona,26,3,0,1,0,0,3
2009-10,Real Racing Santander,26,0,0,0,1,0,1
2009-10,CD Tenerife,26,4,1,1,0,0,3
2009-10,Real Valladolid CF,26,1,4,0,0,1,0
2009-10,Villarreal CF,26,2,0,1,0,0,3
2009-10,Atlético Madrid,26,1,0,1,0,0,3
2009-10,Athletic Club Bilbao,27,2,2,0,1,0,1
2009-10,RCD Español,27,2,0,1,0,0,3
2009-10,RCD La Coruña,27,0,2,0,0,1,0
2009-10,Real Madrid CF,27,3,1,1,0,0,3
2009-10,Xerez CD,27,2,1,1,0,0,3
2009-10,Málaga CF,27,2,0,1,0,0,3
2009-10,RCD Mallorca,27,4,1,1,0,0,3
2009-10,CA Osasuna,27,1,3,0,0,1,0
2009-10,Valencia CF,27,2,0,1,0,0,3
2009-10,Real Zaragoza,27,2,4,0,0,1,0
2009-10,Sevilla FC,28,1,1,0,1,0,1
2009-10,Sporting Gijón,28,2,1,1,0,0,3
2009-10,UD Almería,28,1,0,1,0,0,3
2009-10,FC Barcelona,28,2,0,1,0,0,3
2009-10,Real Racing Santander,28,0,0,0,1,0,1
2009-10,CD Tenerife,28,2,2,0,1,0,1
2009-10,Valencia CF,28,1,0,1,0,0,3
2009-10,Real Valladolid CF,28,0,0,0,1,0,1
2009-10,Atlético Madrid,28,2,0,1,0,0,3
2009-10,Getafe CF,28,2,4,0,0,1,0
2009-10,Málaga CF,29,1,1,0,1,0,1
2009-10,RCD Mallorca,29,0,1,0,0,1,0
2009-10,Real Zaragoza,29,3,0,1,0,0,3
2009-10,RCD Español,29,0,0,0,1,0,1
2009-10,RCD La Coruña,29,1,3,0,0,1,0
2009-10,CA Osasuna,29,1,0,1,0,0,3
2009-10,Real Madrid CF,29,3,2,1,0,0,3
2009-10,Villarreal CF,29,3,0,1,0,0,3
2009-10,Xerez CD,29,3,0,1,0,0,3
2009-10,Athletic Club Bilbao,29,4,3,1,0,0,3
2009-10,FC Barcelona,30,4,1,1,0,0,3
2009-10,Sevilla FC,30,3,0,1,0,0,3
2009-10,Real Zaragoza,30,2,0,1,0,0,3
2009-10,UD Almería,30,1,1,0,1,0,1
2009-10,Atlético Madrid,30,3,0,1,0,0,3
2009-10,Getafe CF,30,1,1,0,1,0,1
2009-10,Real Racing Santander,30,0,2,0,0,1,0
2009-10,Sporting Gijón,30,2,2,0,1,0,1
2009-10,Valencia CF,30,3,0,1,0,0,3
2009-10,Real Valladolid CF,30,0,2,0,0,1,0
2009-10,Málaga CF,31,1,2,0,0,1,0
2009-10,Real Madrid CF,31,0,2,0,0,1,0
2009-10,CD Tenerife,31,0,0,0,1,0,1
2009-10,Villarreal CF,31,1,0,1,0,0,3
2009-10,Xerez CD,31,0,1,0,0,1,0
2009-10,Athletic Club Bilbao,31,4,1,1,0,0,3
2009-10,RCD Español,31,3,0,1,0,0,3
2009-10,RCD La Coruña,31,1,1,0,1,0,1
2009-10,RCD Mallorca,31,3,2,1,0,0,3
2009-10,CA Osasuna,31,2,0,1,0,0,3
2009-10,Getafe CF,32,3,0,1,0,0,3
2009-10,Sporting Gijón,32,0,2,0,0,1,0
2009-10,Real Valladolid CF,32,2,1,1,0,0,3
2009-10,Atlético Madrid,32,1,2,0,0,1,0
2009-10,FC Barcelona,32,3,0,1,0,0,3
2009-10,CA Osasuna,32,2,2,0,1,0,1
2009-10,Real Racing Santander,32,3,1,1,0,0,3
2009-10,Real Zaragoza,32,1,1,0,1,0,1
2009-10,UD Almería,32,1,2,0,0,1,0
2009-10,Valencia CF,32,2,0,1,0,0,3
2009-10,RCD Español,33,0,0,0,1,0,1
2009-10,Sevilla FC,33,3,0,1,0,0,3
2009-10,Villarreal CF,33,2,1,1,0,0,3
2009-10,Athletic Club Bilbao,33,0,0,0,1,0,1
2009-10,RCD La Coruña,33,0,0,0,1,0,1
2009-10,Málaga CF,33,0,0,0,1,0,1
2009-10,Real Madrid CF,33,2,0,1,0,0,3
2009-10,CD Tenerife,33,3,2,1,0,0,3
2009-10,Xerez CD,33,2,2,0,1,0,1
2009-10,RCD Mallorca,33,2,0,1,0,0,3
2009-10,FC Barcelona,34,3,1,1,0,0,3
2009-10,Valencia CF,34,1,0,1,0,0,3
2009-10,Real Zaragoza,34,1,2,0,0,1,0
2009-10,UD Almería,34,0,1,0,0,1,0
2009-10,Atlético Madrid,34,3,1,1,0,0,3
2009-10,Getafe CF,34,4,3,1,0,0,3
2009-10,RCD Mallorca,34,1,1,0,1,0,1
2009-10,Real Racing Santander,34,1,2,0,0,1,0
2009-10,Sporting Gijón,34,0,2,0,0,1,0
2009-10,CA Osasuna,34,0,0,0,1,0,1
2009-10,RCD Español,35,0,2,0,0,1,0
2009-10,RCD La Coruña,35,0,1,0,0,1,0
2009-10,Málaga CF,35,1,1,0,1,0,1
2009-10,CD Tenerife,35,2,1,1,0,0,3
2009-10,Real Valladolid CF,35,0,0,0,1,0,1
2009-10,Villarreal CF,35,1,4,0,0,1,0
2009-10,Xerez CD,35,2,1,1,0,0,3
2009-10,Athletic Club Bilbao,35,1,3,0,0,1,0
2009-10,Real Madrid CF,35,3,2,1,0,0,3
2009-10,Sevilla FC,35,3,1,1,0,0,3
2009-10,UD Almería,36,4,2,1,0,0,3
2009-10,FC Barcelona,36,4,1,1,0,0,3
2009-10,Getafe CF,36,1,1,0,1,0,1
2009-10,Valencia CF,36,3,1,1,0,0,3
2009-10,Athletic Club Bilbao,36,1,1,0,1,0,1
2009-10,Atlético Madrid,36,3,1,1,0,0,3
2009-10,RCD Mallorca,36,1,4,0,0,1,0
2009-10,CA Osasuna,36,3,1,1,0,0,3
2009-10,Real Racing Santander,36,1,5,0,0,1,0
2009-10,Real Zaragoza,36,1,0,1,0,0,3
2009-10,RCD Español,37,2,1,1,0,0,3
2009-10,Getafe CF,37,2,1,1,0,0,3
2009-10,RCD La Coruña,37,1,0,1,0,0,3
2009-10,Real Madrid CF,37,5,1,1,0,0,3
2009-10,Sevilla FC,37,2,3,0,0,1,0
2009-10,Sporting Gijón,37,1,1,0,1,0,1
2009-10,CD Tenerife,37,2,2,0,1,0,1
2009-10,Real Valladolid CF,37,2,1,1,0,0,3
2009-10,Villarreal CF,37,2,0,1,0,0,3
2009-10,Xerez CD,37,3,2,1,0,0,3
2009-10,UD Almería,38,2,3,0,0,1,0
2009-10,Athletic Club Bilbao,38,2,0,1,0,0,3
2009-10,Atlético Madrid,38,0,3,0,0,1,0
2009-10,RCD Mallorca,38,2,0,1,0,0,3
2009-10,Real Zaragoza,38,3,3,0,1,0,1
2009-10,FC Barcelona,38,4,0,1,0,0,3
2009-10,Málaga CF,38,1,1,0,1,0,1
2009-10,CA Osasuna,38,1,1,0,1,0,1
2009-10,Real Racing Santander,38,2,0,1,0,0,3
2009-10,Valencia CF,38,1,0,1,0,0,3
2010-11,Hércules CF,1,0,1,0,0,1,0
2010-11,Levante UD,1,1,4,0,0,1,0
2010-11,Málaga CF,1,1,3,0,0,1,0
2010-11,RCD Español,1,3,1,1,0,0,3
2010-11,RCD La Coruña,1,0,0,0,1,0,1
2010-11,RCD Mallorca,1,0,0,0,1,0,1
2010-11,CA Osasuna,1,0,0,0,1,0,1
2010-11,Real Racing Santander,1,0,3,0,0,1,0
2010-11,Real Sociedad,1,1,0,1,0,0,3
2010-11,Atlético Madrid,1,4,0,1,0,0,3
2010-11,Athletic Club Bilbao,2,1,2,0,0,1,0
2010-11,FC Barcelona,2,0,2,0,0,1,0
2010-11,Real Madrid CF,2,1,0,1,0,0,3
2010-11,Valencia CF,2,1,0,1,0,0,3
2010-11,Getafe CF,2,4,1,1,0,0,3
2010-11,Sevilla FC,2,0,0,0,1,0,1
2010-11,Sporting Gijón,2,2,0,1,0,0,3
2010-11,Villarreal CF,2,4,0,1,0,0,3
2010-11,Real Zaragoza,2,3,5,0,0,1,0
2010-11,UD Almería,2,2,2,0,1,0,1
2010-11,RCD Español,3,1,0,1,0,0,3
2010-11,RCD Mallorca,3,2,0,1,0,0,3
2010-11,Real Sociedad,3,1,2,0,0,1,0
2010-11,Sporting Gijón,3,2,2,0,1,0,1
2010-11,Atlético Madrid,3,1,2,0,0,1,0
2010-11,Hércules CF,3,1,2,0,0,1,0
2010-11,Levante UD,3,1,2,0,0,1,0
2010-11,Málaga CF,3,1,2,0,0,1,0
2010-11,Real Racing Santander,3,2,0,1,0,0,3
2010-11,RCD La Coruña,3,2,2,0,1,0,1
2010-11,Athletic Club Bilbao,4,3,0,1,0,0,3
2010-11,CA Osasuna,4,3,1,1,0,0,3
2010-11,Real Madrid CF,4,3,0,1,0,0,3
2010-11,UD Almería,4,0,1,0,0,1,0
2010-11,FC Barcelona,4,1,0,1,0,0,3
2010-11,Valencia CF,4,1,1,0,1,0,1
2010-11,Real Zaragoza,4,0,0,0,1,0,1
2010-11,Getafe CF,4,0,2,0,0,1,0
2010-11,Sevilla FC,4,1,1,0,1,0,1
2010-11,Villarreal CF,4,1,0,1,0,0,3
2010-11,Athletic Club Bilbao,5,1,3,0,0,1,0
2010-11,Levante UD,5,0,0,0,1,0,1
2010-11,Sporting Gijón,5,0,2,0,0,1,0
2010-11,Atlético Madrid,5,1,0,1,0,0,3
2010-11,RCD Español,5,1,0,1,0,0,3
2010-11,Hércules CF,5,2,0,1,0,0,3
2010-11,RCD La Coruña,5,0,2,0,0,1,0
2010-11,RCD Mallorca,5,2,0,1,0,0,3
2010-11,Real Racing Santander,5,0,1,0,0,1,0
2010-11,Málaga CF,5,2,3,0,0,1,0
2010-11,Real Sociedad,6,1,0,1,0,0,3
2010-11,Valencia CF,6,2,1,1,0,0,3
2010-11,Real Zaragoza,6,2,2,0,1,0,1
2010-11,UD Almería,6,1,1,0,1,0,1
2010-11,FC Barcelona,6,1,1,0,1,0,1
2010-11,Getafe CF,6,3,0,1,0,0,3
2010-11,CA Osasuna,6,1,1,0,1,0,1
2010-11,Real Madrid CF,6,6,1,1,0,0,3
2010-11,Sevilla FC,6,3,1,1,0,0,3
2010-11,Villarreal CF,6,2,0,1,0,0,3
2010-11,Atlético Madrid,7,2,0,1,0,0,3
2010-11,FC Barcelona,7,2,1,1,0,0,3
2010-11,Málaga CF,7,1,4,0,0,1,0
2010-11,Athletic Club Bilbao,7,2,1,1,0,0,3
2010-11,RCD La Coruña,7,0,0,0,1,0,1
2010-11,Levante UD,7,2,1,1,0,0,3
2010-11,RCD Mallorca,7,0,1,0,0,1,0
2010-11,Real Racing Santander,7,1,0,1,0,0,3
2010-11,Sporting Gijón,7,2,0,1,0,0,3
2010-11,Hércules CF,7,2,2,0,1,0,1
2010-11,Real Madrid CF,8,6,1,1,0,0,3
2010-11,Valencia CF,8,1,2,0,0,1,0
2010-11,Real Zaragoza,8,0,2,0,0,1,0
2010-11,UD Almería,8,1,1,0,1,0,1
2010-11,RCD Español,8,2,1,1,0,0,3
2010-11,Getafe CF,8,3,0,1,0,0,3
2010-11,CA Osasuna,8,3,0,1,0,0,3
2010-11,Sevilla FC,8,4,3,1,0,0,3
2010-11,Villarreal CF,8,2,0,1,0,0,3
2010-11,Real Sociedad,8,3,0,1,0,0,3
2010-11,FC Barcelona,9,5,0,1,0,0,3
2010-11,Hércules CF,9,1,3,0,0,1,0
2010-11,Valencia CF,9,1,1,0,1,0,1
2010-11,Athletic Club Bilbao,9,3,0,1,0,0,3
2010-11,Atlético Madrid,9,1,1,0,1,0,1
2010-11,RCD La Coruña,9,3,0,1,0,0,3
2010-11,Málaga CF,9,1,2,0,0,1,0
2010-11,Real Racing Santander,9,4,1,1,0,0,3
2010-11,Sporting Gijón,9,1,1,0,1,0,1
2010-11,RCD Mallorca,9,2,1,1,0,0,3
2010-11,RCD Español,10,1,0,1,0,0,3
2010-11,Real Sociedad,10,1,0,1,0,0,3
2010-11,UD Almería,10,1,1,0,1,0,1
2010-11,Getafe CF,10,1,3,0,0,1,0
2010-11,Levante UD,10,1,2,0,0,1,0
2010-11,CA Osasuna,10,3,0,1,0,0,3
2010-11,Real Madrid CF,10,2,0,1,0,0,3
2010-11,Villarreal CF,10,4,1,1,0,0,3
2010-11,Real Zaragoza,10,3,2,1,0,0,3
2010-11,Sevilla FC,10,2,0,1,0,0,3
2010-11,Athletic Club Bilbao,11,1,0,1,0,0,3
2010-11,Atlético Madrid,11,3,0,1,0,0,3
2010-11,FC Barcelona,11,3,1,1,0,0,3
2010-11,Hércules CF,11,2,1,1,0,0,3
2010-11,Málaga CF,11,1,0,1,0,0,3
2010-11,RCD Mallorca,11,0,0,0,1,0,1
2010-11,Real Racing Santander,11,0,0,0,1,0,1
2010-11,Sporting Gijón,11,0,1,0,0,1,0
2010-11,Valencia CF,11,2,0,1,0,0,3
2010-11,Real Zaragoza,11,1,2,0,0,1,0
2010-11,UD Almería,12,0,8,0,0,1,0
2010-11,Real Madrid CF,12,5,1,1,0,0,3
2010-11,Villarreal CF,12,1,1,0,1,0,1
2010-11,RCD Español,12,3,0,1,0,0,3
2010-11,RCD La Coruña,12,3,0,1,0,0,3
2010-11,Levante UD,12,3,1,1,0,0,3
2010-11,CA Osasuna,12,1,0,1,0,0,3
2010-11,Sevilla FC,12,1,2,0,0,1,0
2010-11,Real Sociedad,12,2,4,0,0,1,0
2010-11,Getafe CF,12,1,1,0,1,0,1
2010-11,Atlético Madrid,13,2,3,0,0,1,0
2010-11,Sevilla FC,13,1,3,0,0,1,0
2010-11,Real Zaragoza,13,0,3,0,0,1,0
2010-11,Athletic Club Bilbao,13,1,0,1,0,0,3
2010-11,Hércules CF,13,3,1,1,0,0,3
2010-11,RCD Mallorca,13,2,0,1,0,0,3
2010-11,Real Racing Santander,13,1,0,1,0,0,3
2010-11,Sporting Gijón,13,1,3,0,0,1,0
2010-11,Valencia CF,13,2,1,1,0,0,3
2010-11,FC Barcelona,13,5,0,1,0,0,3
2010-11,Levante UD,14,2,0,1,0,0,3
2010-11,CA Osasuna,14,0,3,0,0,1,0
2010-11,Real Madrid CF,14,2,0,1,0,0,3
2010-11,UD Almería,14,1,1,0,1,0,1
2010-11,RCD Español,14,1,0,1,0,0,3
2010-11,Getafe CF,14,3,0,1,0,0,3
2010-11,Málaga CF,14,4,1,1,0,0,3
2010-11,Real Sociedad,14,2,0,1,0,0,3
2010-11,Villarreal CF,14,1,0,1,0,0,3
2010-11,RCD La Coruña,14,1,0,1,0,0,3
2010-11,Atlético Madrid,15,2,0,1,0,0,3
2010-11,Getafe CF,15,1,0,1,0,0,3
2010-11,Sevilla FC,15,1,3,0,0,1,0
2010-11,Athletic Club Bilbao,15,2,1,1,0,0,3
2010-11,FC Barcelona,15,5,0,1,0,0,3
2010-11,Hércules CF,15,4,1,1,0,0,3
2010-11,RCD Mallorca,15,0,1,0,0,1,0
2010-11,Sporting Gijón,15,1,1,0,1,0,1
2010-11,Real Zaragoza,15,1,3,0,0,1,0
2010-11,Valencia CF,15,3,3,0,1,0,1
2010-11,RCD Español,16,1,5,0,0,1,0
2010-11,RCD La Coruña,16,1,1,0,1,0,1
2010-11,Levante UD,16,1,2,0,0,1,0
2010-11,Real Sociedad,16,1,2,0,0,1,0
2010-11,Villarreal CF,16,3,1,1,0,0,3
2010-11,UD Almería,16,2,3,0,0,1,0
2010-11,Málaga CF,16,0,3,0,0,1,0
2010-11,CA Osasuna,16,0,0,0,1,0,1
2010-11,Real Madrid CF,16,1,0,1,0,0,3
2010-11,Real Racing Santander,16,0,0,0,1,0,1
2010-11,Athletic Club Bilbao,17,1,2,0,0,1,0
2010-11,FC Barcelona,17,2,1,1,0,0,3
2010-11,Sevilla FC,17,1,0,1,0,0,3
2010-11,Sporting Gijón,17,1,2,0,0,1,0
2010-11,Valencia CF,17,2,1,1,0,0,3
2010-11,Atlético Madrid,17,0,0,0,1,0,1
2010-11,Getafe CF,17,2,3,0,0,1,0
2010-11,RCD Mallorca,17,3,0,1,0,0,3
2010-11,Villarreal CF,17,2,0,1,0,0,3
2010-11,Real Zaragoza,17,2,1,1,0,0,3
2010-11,RCD La Coruña,18,0,4,0,0,1,0
2010-11,Málaga CF,18,1,1,0,1,0,1
2010-11,Real Sociedad,18,2,3,0,0,1,0
2010-11,RCD Español,18,4,0,1,0,0,3
2010-11,Levante UD,18,0,1,0,0,1,0
2010-11,RCD Mallorca,18,4,1,1,0,0,3
2010-11,CA Osasuna,18,0,0,0,1,0,1
2010-11,Real Madrid CF,18,4,2,1,0,0,3
2010-11,Real Racing Santander,18,1,1,0,1,0,1
2010-11,Hércules CF,18,4,1,1,0,0,3
2010-11,Athletic Club Bilbao,19,2,1,1,0,0,3
2010-11,Getafe CF,19,0,4,0,0,1,0
2010-11,Sevilla FC,19,1,2,0,0,1,0
2010-11,Sporting Gijón,19,2,0,1,0,0,3
2010-11,Villarreal CF,19,4,2,1,0,0,3
2010-11,Real Zaragoza,19,1,0,1,0,0,3
2010-11,UD Almería,19,1,1,0,1,0,1
2010-11,FC Barcelona,19,4,1,1,0,0,3
2010-11,Valencia CF,19,2,0,1,0,0,3
2010-11,Atlético Madrid,19,3,0,1,0,0,3
2010-11,FC Barcelona,20,3,0,1,0,0,3
2010-11,Sevilla FC,20,4,1,1,0,0,3
2010-11,Valencia CF,20,4,3,1,0,0,3
2010-11,UD Almería,20,3,2,1,0,0,3
2010-11,Getafe CF,20,1,3,0,0,1,0
2010-11,Real Madrid CF,20,1,0,1,0,0,3
2010-11,Sporting Gijón,20,1,0,1,0,0,3
2010-11,Villarreal CF,20,2,1,1,0,0,3
2010-11,Real Zaragoza,20,1,0,1,0,0,3
2010-11,Athletic Club Bilbao,20,3,0,1,0,0,3
2010-11,Hércules CF,21,0,3,0,0,1,0
2010-11,RCD La Coruña,21,3,3,0,1,0,1
2010-11,Levante UD,21,2,0,1,0,0,3
2010-11,Málaga CF,21,1,2,0,0,1,0
2010-11,RCD Mallorca,21,0,4,0,0,1,0
2010-11,Real Sociedad,21,2,0,1,0,0,3
2010-11,Atlético Madrid,21,0,2,0,0,1,0
2010-11,RCD Español,21,0,1,0,0,1,0
2010-11,CA Osasuna,21,1,0,1,0,0,3
2010-11,Real Racing Santander,21,1,1,0,1,0,1
2010-11,UD Almería,22,3,2,1,0,0,3
2010-11,Athletic Club Bilbao,22,3,0,1,0,0,3
2010-11,FC Barcelona,22,3,0,1,0,0,3
2010-11,Getafe CF,22,4,1,1,0,0,3
2010-11,CA Osasuna,22,1,1,0,1,0,1
2010-11,Villarreal CF,22,0,1,0,0,1,0
2010-11,Real Zaragoza,22,1,1,0,1,0,1
2010-11,Real Madrid CF,22,4,1,1,0,0,3
2010-11,Sevilla FC,22,0,0,0,1,0,1
2010-11,Valencia CF,22,2,0,1,0,0,3
2010-11,Atlético Madrid,23,1,2,0,0,1,0
2010-11,Real Racing Santander,23,3,2,1,0,0,3
2010-11,Sporting Gijón,23,1,1,0,1,0,1
2010-11,RCD Español,23,0,1,0,0,1,0
2010-11,Hércules CF,23,2,1,1,0,0,3
2010-11,RCD La Coruña,23,1,0,1,0,0,3
2010-11,Levante UD,23,1,0,1,0,0,3
2010-11,Málaga CF,23,2,2,0,1,0,1
2010-11,Real Sociedad,23,1,0,1,0,0,3
2010-11,RCD Mallorca,23,1,0,1,0,0,3
2010-11,Real Madrid CF,24,2,0,1,0,0,3
2010-11,Valencia CF,24,0,0,0,1,0,1
2010-11,Real Zaragoza,24,0,1,0,0,1,0
2010-11,UD Almería,24,1,1,0,1,0,1
2010-11,FC Barcelona,24,2,1,1,0,0,3
2010-11,Getafe CF,24,0,1,0,0,1,0
2010-11,CA Osasuna,24,4,0,1,0,0,3
2010-11,Sevilla FC,24,1,0,1,0,0,3
2010-11,Villarreal CF,24,1,1,0,1,0,1
2010-11,Real Sociedad,24,1,0,1,0,0,3
2010-11,Atlético Madrid,25,2,2,0,1,0,1
2010-11,RCD Español,25,4,1,1,0,0,3
2010-11,RCD La Coruña,25,0,0,0,1,0,1
2010-11,RCD Mallorca,25,0,3,0,0,1,0
2010-11,Sporting Gijón,25,0,0,0,1,0,1
2010-11,Athletic Club Bilbao,25,1,2,0,0,1,0
2010-11,Hércules CF,25,0,0,0,1,0,1
2010-11,Levante UD,25,2,1,1,0,0,3
2010-11,Real Racing Santander,25,2,2,0,1,0,1
2010-11,Málaga CF,25,3,1,1,0,0,3
2010-11,RCD Español,26,1,2,0,0,1,0
2010-11,Sevilla FC,26,3,0,1,0,0,3
2010-11,Getafe CF,26,1,1,0,1,0,1
2010-11,CA Osasuna,26,0,0,0,1,0,1
2010-11,Real Sociedad,26,1,1,0,1,0,1
2010-11,Valencia CF,26,0,1,0,0,1,0
2010-11,Villarreal CF,26,1,0,1,0,0,3
2010-11,Real Zaragoza,26,2,1,1,0,0,3
2010-11,UD Almería,26,1,1,0,1,0,1
2010-11,Real Madrid CF,26,7,0,1,0,0,3
2010-11,Atlético Madrid,27,3,1,1,0,0,3
2010-11,FC Barcelona,27,1,0,1,0,0,3
2010-11,RCD Mallorca,27,1,2,0,0,1,0
2010-11,Athletic Club Bilbao,27,2,0,1,0,0,3
2010-11,Hércules CF,27,1,2,0,0,1,0
